image_id,transcriptions,original_labels,irish_labels,chinese_labels
1514,"Thanthi TV முதல் இரவில் மணப்பெண் கதறல் தேனி மாவட்டத்தைச் சேர்ந்த இளைஞர் ஒருவர் கடந்த ஆறு வருடம் ருத்திராட்ச கொட்டை அணிந்து, அந்த கொட்டையின் புனிதத்தை காக்க காமத்தை கட்டுப்படுத்தி வாழ்ந்து வந்துள்ளார். பெற்றோர்களின் பிடிவாதத்தால் திருமணம் செய்து கொண்ட நிலையில், இத்தனை வருடம் கட்டுப்படுத்தி வைத்திருந்த காமத்தை ஒரே இரவில் காய்ந்த மாடு கம்மங்கொள்ளையில் பாய்ந்தது போல பாய்ந்துள்ளார். இதனால் மிரண்டு அப்பெண் முதல் இரவு அன்றே பயந்து விவாகரத்து கோரியுள்ளார். DYFO / ThanthiTV 25.07.2023 B ALA MEME'S Mang மாப்பிள்ளை மணப்பெண்",misogyny,misogyny,not-misogyny
1186,"போஸ்ட் செய்தவர்: @thanga456 Posted on: ShareChat திருமண மேடையில் மணமகனுக்கு கொடுக்கப்படும் கடைசி வார்னிங்... f/alwzsmle -யாரோ பொண்ணு கூப்பிடுங்கோ, நல்ல நேரம் முடியப் போகுறது... 😂😂😂 #marriage parithabangal GET IT ON Google Play",misogyny,not-misogyny,misogyny
1137,இந்தமாதிரி ஒரு மச்சினிச்சி கிடைப்பது வரம்,misogyny,misogyny,not-misogyny
1775,ஒவ்வொரு வீட்டிலும் அம்மாதான் கூகிள்.. வீட்டில் எந்த பொருள் எங்கு இருக்கிறது என்பதற்கான விடை அம்மாவிற்கே தெரியும்..!,not-misogyny,not-misogyny,not-misogyny
818,~IN CHILHOOD~ #MOM அங்க பாரு...நிலா பாரு...நிலா பாரு... #BABIES,not-misogyny,misogyny,not-misogyny
561,@bi Me pretending to think when the examiner sees,not-misogyny,not-misogyny,not-misogyny
1563,Amma: கல்யாணம் பண்ணிட்டு உன் புருஷன் வீட்டுல போய் எப்படி வேனா இரு யாரு கேக்க போறா... After marriage Maamiyar : உன் இஷ்டத்துக்கு இருக்க இது ஒன்னும் உங்க அப்பன் வீடு இல்ல... 🥺🥺,not-misogyny,not-misogyny,misogyny
314,Athimbel thoongala paduthey vitar @_vishal_sammy_ IND MEMES s Play,not-misogyny,not-misogyny,not-misogyny
942,MADURAI PASANGA என்ன Rocky Bhai இந்த ட்ரிப் அடி கொஞ்சும் ஓவரோ Status சங்கம் பேசாதடா நீ.... ஏன்டா உங்க அம்மாக்கு அண்ணையர் தினம் வாழ்த்து சொல்றதுக்கு என்னய ஏன்டா இத்தன் வழிக்கு பாலிஷ் போட வைக்கிறிங்க.,not-misogyny,not-misogyny,not-misogyny
1587,"AWESOME MACHI! Awesome Machi @AwesomeMachi ""பொம்பள'னா அடக்கம் வேணும், அகம்பாவம் இருக்கக் கூடாது... பொறுமை வேணும், போக்கிரதனம் இருக்கக் கூடாது.."" - Legend #Kaipulla 🔥😂 Translate Tweet",not-misogyny,misogyny,misogyny
403,Muthu Kutti Just now Dinner endzzz with kalaki I feel complete #muthumc,not-misogyny,not-misogyny,not-misogyny
75,Dharshan Just now Oru naal kooda overthink pannama thongunadhu ila deva #depression MANA CINEMALL,not-misogyny,not-misogyny,not-misogyny
1451,சொல்லுங்க விஜய் சார் வைர நெக்லஸ் கொடுத்த தருணம் எப்படி இருந்துச்சு... BEHIND WOODS INFORMATION FOR YOUNG PEOPLE mt ЭЯЕ Blazzy Rajesh mt TAMIL-MEMES GET IT ON Google Play,misogyny,misogyny,not-misogyny
1476,*UNCLE TAMIL 18+ memes VEETLA CARROT KANAAMA POGUM BOTHE AUNTY KETTAVAN NENATCHEN.. ITHELLAM UN VELA THAANU ..,misogyny,not-misogyny,not-misogyny
1691,Wishing For Womens Day At Office Excuse me!!! Enna??? #symeme Happy Womens Day,not-misogyny,not-misogyny,not-misogyny
1260,IVP memes s://www.facebook.com/ivptele.iv ஊரில் இருந்து வந்த மாமியார் காலையிலிருந்து அடுப்படியில் நின்று சமைச்சிருக்க... குழம்பு பேர் என்னென்னன்னு கேட்டா? தெரியலைன்னு சொல்ற... மருமகள் மாமனார் நான் எங்க சமைச்சேன்... உங்க பையன்தான் குழம்பு வாங்கிட்டு வந்து நீ சமைச்சதா சொல்லுன்னு சொன்னாரு...,misogyny,misogyny,misogyny
941,போடுறது பழைய சோறு . ஆனா எனக்கு வைக்குற பேரு டைகர் 🐅.,not-misogyny,not-misogyny,not-misogyny
1521,Wife ஊருக்கு போகும்போது... wife ஊருக்கு போன பிறகு... IVP memes Husband,misogyny,misogyny,misogyny
275,Dood 1 : Bro shift allowance hey podala Dood 2 : Aama enakum podala unaku vandhucha Me : Ennaku innu salary hey credit aavala irunga da _vishal_sammy_,not-misogyny,not-misogyny,not-misogyny
1481,அடியே... படத்துக்கு போலாமா... என்ன மரியாதை குறையுது... IVP memes https://www.facebook.com/ivptele.ivptele படத்து பேரே அடியே... தாண்டி என் வெண்ணை மவளே...,not-misogyny,not-misogyny,not-misogyny
574,Muthu Kutti 4m Hey siri.. Naanae kadupula iruke intha nilamai la enna sirika solluria Ayo naa unna solala ma phone ah koopte #muthumc VERA LEVEL MEMES f MUTU MC *iphone user,not-misogyny,misogyny,not-misogyny
715,TCS 3. Cricket Ball *England *Aus Acting la unaiye minjirvaan,not-misogyny,not-misogyny,not-misogyny
936,Yarachum Ithu varaikum #Achumma 🥴 oda oru video kuta pakkama irukingla ✨ 2KKIDS ❤️ MEMES mt Naa 💥 Irruken.. 😌 Me* TAMIL MEMES mt,not-misogyny,not-misogyny,not-misogyny
816,* GUINESS RECORD ENGA KONTHU VANTHU NIRUTHIRUKA PAATHIYA...,not-misogyny,not-misogyny,not-misogyny
1033,நம்ப loveக்கு ஓகே சொல்லேனா ஓடி போய் கல்யாணம் பண்ணிக்கலாம் சொன்னனியே பேபி..?? : அது fake சாரே❤️ f Blazzy Rajesh,misogyny,not-misogyny,not-misogyny
560,"Subash N S 2h ~ Hotel ல chutney keka maten bro , conductor கிட்ட சில்லர keka maten bro ~ Thanimai ய virumburavan peru than da introvertu.. unna mari tharkuri 🔴da யா irukavan peru illa",not-misogyny,not-misogyny,not-misogyny
986,~Whenever Junior girls says Hello Senior 😍😍 1403 MEME PAGE @1403MemePage Chai namba mind vera indha scene ku poguthu 😂😂,not-misogyny,misogyny,misogyny
845,True friend always Will always be in our sorrow and joy varun ❤️❤️❤️,not-misogyny,not-misogyny,not-misogyny
503,Muthu Kutti 4m Bus la tha family oda vanthu iruken seat maari ukkarungha nu torcher panuvingha nu paartha Theatre la kooda athayae solluringalae da 🚶‍♂️😔 #muthumc VERA LEVEL MEMES VERA LEVEL,not-misogyny,not-misogyny,not-misogyny
149,Muthu Kutti Just now *Got escalation from client* Manager: Task ah mudikkama enna ma pannitu irundha Doodie : Reels panitu irundhen sir.. #muthumc,not-misogyny,misogyny,misogyny
322,"Sanjay Krishna Just now Wtc final 2023 : India 8/2 : Kohli comes marching into the middle : Hits century"" edits exist... Top order batsmen : Engala yendaa chumma chumma 4 overs laye out aaki udra, aanalum kohli ku edit podnum ngra orey kaaranathukkaga ne panrathellam too much da...",not-misogyny,not-misogyny,not-misogyny
919,JOB INTERVIEW Which Batch? Follow ❤️ @__Crush._memes 💕 Corona Batch Okay.. GO..... Stay Home Stay safe,not-misogyny,not-misogyny,not-misogyny
285,"frd: engayachu pola da bore adikkuthu vandi la yeru.. me : ama macha va polam da *my frd nama ipa enga vanthu iruko *Me enna keta, nee thana da enna inga kuptu vantha",not-misogyny,not-misogyny,not-misogyny
316,Muthu Kutti Just now Life tha happy ah pola biscuit aachu happy happy sapduvom #muthumc PARLE Happy Happy Choco-Chip Cookies VERA LEVEL MEMES,not-misogyny,not-misogyny,not-misogyny
808,என் பையன் எங்கிட்ட கேட்காம எதுவும் செய்ய மாட்டான் பக்கத்து வீட்டு ஆண்டி,not-misogyny,not-misogyny,not-misogyny
138,Muthu Kutti Just now *When my akka ponnu is not eating food* Me : Kathiresaaaa.... main(TV) switch kitta pore... #cocomelon #muthumc Pen Pen MOVIES,not-misogyny,not-misogyny,not-misogyny
1519,"""ஹேய் எந்திரி டைம் ஆகல வேலைக்கு போகணுமல்ல..."" ""நான் என்னிக்கி டா monday வேலைக்கு போய் இருக்கேன்..."" ஹாப்பி சின்ன ஞாயிற்று கிழமை (Monday)",misogyny,not-misogyny,not-misogyny
658,ZEEMUSIC CO. விமர்சனம் அரியவன் பெண்கள் கட்டாயம் பாருங்கள் Bayilvan ehy Nala Irukunu Solidara.. adi adi 💥,not-misogyny,not-misogyny,not-misogyny
346,When Dad and Mom come to know that I ate non-veg outside during Puratasi VERA LEVEL MEMES @_dharshan._,not-misogyny,not-misogyny,not-misogyny
807,"Vetri Mra Just now *Me using Template, Sticker and emoji to keep up the conversation* Me : intha 3num namma kita illama namma polappu naridum naari..!! MOKKA POSTU vetrimra MOVIE JUNCTION காத்திருந்த காதல் MOVIE JUNCTION",not-misogyny,not-misogyny,not-misogyny
525,During fasting ~ Frnds shares reels continuesly about food & other haraam🚫 videos ~ *Me MK TV MK VERA LEVEL MEMES VERA LEVEL MEMES AFRIN [ பார்க்கிறார்.🅞க்காளீ உனக்கு ஒரு நாள் இருக்குடா என்று.],not-misogyny,not-misogyny,not-misogyny
76,"Seven Screen Studio @7screenstudio Considering overflowing passes requests & safety constraints, we have decided not to conduct the Leo Audio Launch. In respect of the fans' wishes, we will keep you engaged with frequent updates. P.S. As many would imagine, this is not due to political pressure or any other reasons. _dharshan_ mt Update okay va TAMIL MEMES GET IT ON",not-misogyny,not-misogyny,not-misogyny
1018,Dad little #princess She ~ நா First time #cook பண்ணியிருக்கேன் 😉 Amma ~ #காக்காய்க்கு கொஞ்சம் வெய்ட்டி 😉 காக்கா ~,misogyny,misogyny,not-misogyny
1041,~ நான் உன்கிட்ட ஏதோ Changes தெரிஞ்சதுனு நெனச்சிட்டு இருந்தன்.... ஆனா நீ....என்னையே change பண்ணிட்டு போய் இருக்க....,misogyny,misogyny,not-misogyny
195,Review nalla irundha movie book panni theatre ku poven Apdi review nalla illana telegram la download pannitu poitae irupan indha gang leader VEERA LEVEL MEMES _ _darshan_,not-misogyny,not-misogyny,not-misogyny
